,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
1495,CoCrNi,,,600,1247,68,,,ANNEAL,10.1016/j.jmst.2018.12.002,0,0,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1496,Cr0.286Mo0.476NbTa0.024Ti0.31V0.286,BCC+Sec.,741,2680,,,,,POWDER,10.1016/j.ijrmhm.2019.02.009,0,1,0,1,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.2,0,0.42,0,0,0,0,0,0,0,0.01,0.13,0.12,0,0,0,0
1497,CoCr0.053Ni,FCC,,,,,,,WROUGHT,10.1016/j.actamat.2019.04.017,1,0,0,0,0,0,0,0,0,0.487,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0,0,0,0,0,0,0,0,0,0,0
1498,CoCr0.25Ni,FCC,,745,824,36,,,WROUGHT,10.1016/j.actamat.2019.04.017,1,0,0,0,0,0,0,0,0,0.444,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0
1499,Co0.25CrNi,FCC,,518,744,36,,,WROUGHT,10.1016/j.actamat.2019.04.017,1,0,0,0,0,0,0,0,0,0.111,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0
1500,AlCoNiTi,BCC+B2,672,,,,,,POWDER,10.1016/j.jallcom.2019.02.083,0,1,0,1,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
1501,AlFeNiTi,BCC+B2,666,,,,,,POWDER,10.1016/j.jallcom.2019.02.083,0,1,0,1,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
1502,AlCoFeNiTi,BCC+B2,667,,,,,,POWDER,10.1016/j.jallcom.2019.02.083,0,1,0,1,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
1503,AlCrCuFeNi,FCC+BCC+B2,434,,,,,,POWDER,10.1016/j.jallcom.2019.01.341,1,1,0,1,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1504,Co0.5Fe0.5Mo0.1NiV0.25,FCC,,419,,,,,CAST,10.1016/j.scriptamat.2019.02.038,1,0,0,0,0,0,0,0,0,0.213,0,0,0.213,0,0,0,0,0,0,0.043,0,0,0,0.426,0,0,0,0,0,0,0,0.106,0,0,0,0
1505,Co0.318Cr0.227FeMo0.091Ni0.182,FCC+Sec.,,443,840,61.6,,,WROUGHT,10.1016/j.jallcom.2018.12.040,1,0,0,1,0,0,0,0,0,0.175,0.125,0,0.55,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1506,Co0.327Cr0.227FeMo0.136Ni0.127,FCC+Sec.,,711,1096,38.3,,,WROUGHT,10.1016/j.jallcom.2018.12.040,1,0,0,1,0,0,0,0,0,0.18,0.125,0,0.55,0,0,0,0,0,0,0.075,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1507,CoCrFeMnNi,FCC,,,,,,,POWDER,10.1016/j.jallcom.2018.11.181,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1508,MoNbRe0.5W,BCC,473,896,,10.4,,,CAST,10.1016/j.jallcom.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0.286,0,0,0,0.143,0,0,0,0,0,0,0.286,0,0,0
1509,C0.2MoNbRe0.5Ta0.2W,BCC+Sec.,510,1074,,12.1,,,CAST,10.1016/j.jallcom.2018.11.111,0,1,0,1,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0.256,0,0,0,0.128,0,0,0,0.051,0,0,0.256,0,0,0
1510,C0.4MoNbRe0.5Ta0.4W,BCC+Sec.,558,1144,,12.7,,,CAST,10.1016/j.jallcom.2018.11.111,0,1,0,1,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0.233,0,0,0,0.116,0,0,0,0.093,0,0,0.233,0,0,0
1511,C0.5MoNbRe0.5Ta0.5W,BCC+Sec.,583,1202,,14.2,,,CAST,10.1016/j.jallcom.2018.11.111,0,1,0,1,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0.111,0,0,0,0.111,0,0,0.222,0,0,0
1512,C0.6MoNbRe0.5Ta0.6W,BCC+Sec.,615,1241,,13.8,,,CAST,10.1016/j.jallcom.2018.11.111,0,1,0,1,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0.213,0,0,0,0.106,0,0,0,0.128,0,0,0.213,0,0,0
1513,Co0.286Cr0.429FeMn0.143Ni0.714V0.286,FCC,,401,717,49,,,WROUGHT,10.1016/j.msea.2018.12.077,1,0,0,0,0,0,0,0,0,0.1,0.15,0,0.35,0,0,0,0,0,0.05,0,0,0,0,0.25,0,0,0,0,0,0,0,0.1,0,0,0,0
1514,AlCo0.556Cr0.556Fe0.556Ni0.556Ti0.111,BCC+B2,605.5,1324,,10.02,,,CAST,10.1016/j.jallcom.2019.07.100,0,1,0,1,0,0.3,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.033,0,0,0,0,0
1515,AlCo0.667Cr0.667Fe0.667Ni0.667Ti0.333,BCC+B2,641.7,1566,,11.85,,,CAST,10.1016/j.jallcom.2019.07.100,0,1,0,1,0,0.25,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0,0
1516,AlCo0.833Cr0.833Fe0.833Ni0.833Ti0.667,BCC+B2,639.6,1503,,7.73,,,CAST,10.1016/j.jallcom.2019.07.100,0,1,0,1,0,0.2,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.133,0,0,0,0,0
1517,Al0.667Co0.833Cr0.833Fe0.833Ni0.833Ti,BCC+B2+Laves,856.9,1272,,3.15,,,CAST,10.1016/j.jallcom.2019.07.100,0,1,0,1,0,0.133,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.2,0,0,0,0,0
1518,AlCoCrFeNi,,,1300,,24.2,,,,10.1016/j.jallcom.2018.01.247,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1519,Al0.8CoCrFeNiTi0.2,,,968,,30.1,,,,10.1016/j.jallcom.2018.01.247,0,0,0,0,0,0.16,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.04,0,0,0,0,0
1520,Al0.5CoCrFeNiTi0.5,,,1100,,27.5,,,,10.1016/j.jallcom.2018.01.247,0,0,0,0,0,0.1,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0
1521,AlCoCuFeNi,,,1060,,19.1,,,,10.1016/j.matdes.2016.12.036,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1522,AlCoCrCuFeNi,,,1285,,24.6,,,,10.1016/j.matdes.2016.12.036,0,0,0,0,0,0.167,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1523,AlCoCuFeNiTi,,,1612,,12.8,,,,10.1016/j.matdes.2016.12.036,0,0,0,0,0,0.167,0,0,0,0.167,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0
1524,AlCoCrCuFeNiTi,,,1523,,8.1,,,,10.1016/j.matdes.2016.12.036,0,0,0,0,0,0.143,0,0,0,0.143,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.143,0,0,0,0,0
1525,AlCrFeNi,,,1271,,14,,,,10.1016/j.jallcom.2018.07.346,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1526,AlCo0.25CrFeNi,,,1363,,19,,,,10.1016/j.jallcom.2018.07.346,0,0,0,0,0,0.235,0,0,0,0.059,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0
1527,AlCo0.5CrFeNi,,,1349,,20,,,,10.1016/j.jallcom.2018.07.346,0,0,0,0,0,0.222,0,0,0,0.111,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
1528,AlCo0.75CrFeNi,,,1331,,20,,,,10.1016/j.jallcom.2018.07.346,0,0,0,0,0,0.211,0,0,0,0.158,0.211,0,0.211,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0
1529,CoCrFeMn,,,338,,4.3,,,,10.1016/j.intermet.2016.09.003,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,AlCoCrFeNi,FCC+BCC,,,,,,,POWDER,10.1016/j.jallcom.2019.06.301,1,1,0,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1531,HfNbTaTiWZr,BCC+Laves,,1550,,26.3,,,CAST,10.1016/j.jallcom.2019.06.138,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0.167,0,0.167,0,0,0.167
1532,HfMoNbTaTiWZr,BCC+Laves,,1637,,15.5,,,CAST,10.1016/j.jallcom.2019.06.138,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0.143,0,0.143,0,0,0,0,0,0,0,0.143,0.143,0,0.143,0,0,0.143
1533,NbTiZr,BCC,372,1223,,48,,,CAST,10.1007/s12598-019-01310-6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
1534,NbTiZr,BCC,,,,,,,ANNEAL,10.1007/s12598-019-01310-6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
1535,HfNbTiZr,BCC,,,,,,,ANNEAL,10.1007/s12598-019-01310-6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
1536,CoCrFeNiW0.2,FCC,244,335,,52,,,CAST,10.1016/j.intermet.2019.106550,1,0,0,0,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0.048,0,0,0
1537,CoCrFeNiW0.5,FCC+Sec.,357.9,556,,35.6,,,CAST,10.1016/j.intermet.2019.106550,1,0,0,1,0,0,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0.111,0,0,0
1538,CrFeMoNbV,BCC+Laves,826,2663,,2.7,,,CAST,10.1007/s40195-019-00935-x,0,1,0,1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
1539,CrFeMoNbTi,BCC+Laves,792,1647,,0.9,,,CAST,10.1007/s40195-019-00935-x,0,1,0,1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
1540,FeMoNbTiV,BCC+B2,699,1707,,1.7,,,CAST,10.1007/s40195-019-00935-x,0,1,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
1541,Al0.15Cr0.5Cu0.25Fe0.5Ni,FCC,107,62,169,98,,,WROUGHT,10.1016/j.matchar.2019.109792,1,0,0,0,0,0.062,0,0,0,0,0.208,0.104,0.208,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0
1542,CoCrFeNiTi0.3,FCC,263,540,772,60,,,WROUGHT,10.1016/j.msea.2019.138181,1,0,0,0,0,0,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0.07,0,0,0,0,0
1543,Co0.333Cr0.667Fe0.667NiTi0.2,FCC,197,,,,,,WROUGHT,10.1016/j.msea.2019.138181,1,0,0,0,0,0,0,0,0,0.116,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0.07,0,0,0,0,0
1544,Cr0.5Fe0.5NiTi0.15,FCC,335,672,982,37,,,WROUGHT,10.1016/j.msea.2019.138181,1,0,0,0,0,0,0,0,0,0,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0.07,0,0,0,0,0
1545,NbTaTi,BCC,,573,,,,,WROUGHT,10.1016/j.actamat.2019.06.006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0
1546,AlNbTaTi,BCC,,1152,,,,,CAST,10.1016/j.actamat.2019.06.006,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1547,MoNbTaTi,BCC,,1210,,,,,ANNEAL,10.1016/j.actamat.2019.06.006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1548,NbTaTiW,BCC,,1054,,,,,ANNEAL,10.1016/j.actamat.2019.06.006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0
1549,HfNbTaTi,BCC,,860,,,,,ANNEAL,10.1016/j.actamat.2019.06.006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1550,CrMoNbTi,BCC,,1630,,,,,ANNEAL,10.1016/j.actamat.2019.06.006,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
1551,CrMoTaTi,BCC+Laves,,1795,,,,,ANNEAL,10.1016/j.actamat.2019.06.006,0,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
1552,Hf0.25TiV0.5Zr0.5,BCC,338.3,1160,,50,,,CAST,10.1007/s40195-019-00921-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0,0,0,0.222
1553,Hf0.25Nb0.125TiV0.5Zr0.5,BCC,332.4,1115,,50,,,CAST,10.1007/s40195-019-00921-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0.421,0.211,0,0,0,0.211
1554,Hf0.25Nb0.25TiV0.5Zr0.5,BCC,322.5,1065,,50,,,CAST,10.1007/s40195-019-00921-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.2
1555,Hf0.25Nb0.375TiV0.5Zr0.5,BCC,318.9,1025,,50,,,CAST,10.1007/s40195-019-00921-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0.381,0.19,0,0,0,0.19
1556,Hf0.25Nb0.5TiV0.5Zr0.5,BCC,310.4,980,,50,,,CAST,10.1007/s40195-019-00921-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0.364,0.182,0,0,0,0.182
1557,CrCuFeMnNi,Other,398,1190,1300,4.3,,,WROUGHT,10.1016/j.matchar.2019.05.043,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1558,Co0.476Cr0.476Fe0.476Nb0.095Ni,FCC+Laves,,170,537,32,,,CAST,10.1016/j.matlet.2019.04.012,1,0,0,1,0,0,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0,0,0,0.038,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0
1559,Co0.476Cr0.476Fe0.476Nb0.19Ni,FCC+Laves,,640,840,7,,,CAST,10.1016/j.matlet.2019.04.012,1,0,0,1,0,0,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0.073,0,0.382,0,0,0,0,0,0,0,0,0,0,0,0
1560,Co0.476Cr0.476Fe0.476Nb0.095Ni,FCC+Laves+Sec.,,560,860,19,,,ANNEAL,10.1016/j.matlet.2019.04.012,1,0,0,1,0,0,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0,0,0,0.038,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0
1561,Co0.476Cr0.476Fe0.476Nb0.19Ni,FCC+Laves,,,,3,,,ANNEAL,10.1016/j.matlet.2019.04.012,1,0,0,1,0,0,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0.073,0,0.382,0,0,0,0,0,0,0,0,0,0,0,0
1562,C0.053CoCrFeMnNi,FCC+Sec.,345,,,,,,ANNEAL,10.1007/s40195-019-00916-0,1,0,0,1,0,0,0,0.01,0,0.198,0.198,0,0.198,0,0,0,0,0,0.198,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0
1563,CrMoNbTiW,BCC+Laves,,2500,,10,,,POWDER,10.1007/s11837-019-03432-9,0,1,0,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0
1564,CrFeMnNi,FCC,,,,,,,,10.1016/j.jallcom.2019.04.296,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1565,Co0.25Cr0.25FeMn,FCC,,213,471,55.7,,,CAST,10.1016/j.msea.2019.138039,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,Co0.25Cr0.25FeMn,FCC,,792,1055,22.6,,,WROUGHT,10.1016/j.msea.2019.138039,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,C0.041CoCrFeMnNb0.041Ni,FCC+Sec.,,732,911,,,,WROUGHT,10.1016/j.jallcom.2019.04.121,1,0,0,1,0,0,0,0.008,0,0.197,0.197,0,0.197,0,0,0,0,0,0.197,0,0,0.008,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0
1568,Al0.5NbTa0.5TiZr,BCC+HCP,,1500,,6,,,WROUGHT,10.1016/j.matlet.2019.03.075,0,1,1,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0.25
1569,Al0.5NbTa0.5TiZr,BCC,,,,,,,POWDER,10.1016/j.matlet.2019.03.075,0,1,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0.25
1570,MoNbTaW,BCC,504.5,1217,,7.5,,,POWDER,10.1007/s10853-019-03567-9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0
1571,MoNbSi0.25TaW,BCC+Sec.,567,1826,,16.5,,,POWDER,10.1007/s10853-019-03567-9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0.059,0,0.235,0,0,0.235,0,0,0
1572,MoNbSi0.5TaW,BCC+Sec.,697,1883,,11,,,POWDER,10.1007/s10853-019-03567-9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0.111,0,0.222,0,0,0.222,0,0,0
1573,MoNbSi0.75TaW,BCC+Sec.,682.6,2483,,6.2,,,POWDER,10.1007/s10853-019-03567-9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0.158,0,0.211,0,0,0.211,0,0,0
1574,C0.1CoCrFeMnNiTi0.1,FCC+Sec.,457,1616,,,,,POWDER,10.1016/j.vacuum.2019.04.043,1,0,0,1,0,0,0,0.019,0,0.192,0.192,0,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0,0,0.019,0,0,0,0,0
1575,Al0.5CoCrFeNi,FCC+BCC,250,,,,,,,10.1016/j.intermet.2012.03.005,1,1,0,0,0,0.111,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
1576,AlCo0.5Cr0.5Fe0.5Ni0.5,BCC,733,,,,,,,10.1016/j.intermet.2012.03.005,0,1,0,0,0,0.333,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1577,Al0.5CoFeNiTi0.5,FCC+BCC,733,,,,,,,10.1016/j.msea.2013.12.096,1,1,0,0,0,0.125,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.125,0,0,0,0,0
1578,Al0.5CoCrFeMnNi,,,,,,,,,10.4028/www.scientific.net/MSF.846.13,0,0,0,0,0,0.091,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1579,Al0.5CoCrFeMnNiTa0.2,FCC+BCC+Sec.,385,,,,,,,10.4028/www.scientific.net/MSF.846.13,1,1,0,1,0,0.088,0,0,0,0.175,0.175,0,0.175,0,0,0,0,0,0.175,0,0,0,0,0.175,0,0,0,0,0,0.035,0,0,0,0,0,0
1580,Al0.5CoCrFeMnNiTa0.4,FCC+BCC+Sec.,486,,,,,,,10.4028/www.scientific.net/MSF.846.13,1,1,0,1,0,0.085,0,0,0,0.169,0.169,0,0.169,0,0,0,0,0,0.169,0,0,0,0,0.169,0,0,0,0,0,0.068,0,0,0,0,0,0
1581,Al0.55CoCrFeMnNiTa0.6,FCC+BCC+Sec.,570,,,,,,,10.4028/www.scientific.net/MSF.846.13,1,1,0,1,0,0.089,0,0,0,0.163,0.163,0,0.163,0,0,0,0,0,0.163,0,0,0,0,0.163,0,0,0,0,0,0.098,0,0,0,0,0,0
1582,CoCrFeMnNiTa0.2,FCC+BCC,200,,,,,,,10.4028/www.scientific.net/MSF.846.13,1,1,0,0,0,0,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0,0.038,0,0,0,0,0,0
1583,CoCrFeMnNiTa0.4,FCC+BCC,290,,,,,,,10.4028/www.scientific.net/MSF.846.13,1,1,0,0,0,0,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0.185,0,0,0,0,0.185,0,0,0,0,0,0.074,0,0,0,0,0,0
1584,CoCrFeMnNiTa0.6,FCC+BCC,345,,,,,,,10.4028/www.scientific.net/MSF.846.13,1,1,0,0,0,0,0,0,0,0.179,0.179,0,0.179,0,0,0,0,0,0.179,0,0,0,0,0.179,0,0,0,0,0,0.107,0,0,0,0,0,0
1585,Al0.3CoCrFeNi,FCC,160,,,,,,,10.1016/j.jallcom.2010.02.032,1,0,0,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
1586,Al0.3CoCrFeMo0.1Ni,FCC,200,,,,,,,10.1016/j.jallcom.2010.02.032,1,0,0,0,0,0.068,0,0,0,0.227,0.227,0,0.227,0,0,0,0,0,0,0.023,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0
1587,Al0.143Cr0.343FeMn0.8Ni0.571,FCC,,280,556,48,,,CAST,10.1016/j.msea.2019.05.056,1,0,0,0,0,0.05,0,0,0,0,0.12,0,0.35,0,0,0,0,0,0.28,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1588,Al0.286Cr0.343FeMn0.657Ni0.571,FCC,,320,625,42.2,,,WROUGHT,10.1016/j.msea.2019.05.056,1,0,0,0,0,0.1,0,0,0,0,0.12,0,0.35,0,0,0,0,0,0.23,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1589,CoCrFeMo0.15Ni,FCC,,489,895,,,,CAST,10.1016/j.msea.2019.05.078,1,0,0,0,0,0,0,0,0,0.241,0.241,0,0.241,0,0,0,0,0,0,0.036,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0
1590,CoCrFeMo0.15Ni,,,873,,,,,WROUGHT,10.1016/j.msea.2019.05.078,0,0,0,0,0,0,0,0,0,0.241,0.241,0,0.241,0,0,0,0,0,0,0.036,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0
1591,Co0.139Cr0.446Cu0.99NiSi0.277,,142.5,777,810,3.4,,,WROUGHT,10.1016/j.msea.2019.05.003,0,0,0,0,0,0,0,0,0,0.049,0.156,0.347,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0.097,0,0,0,0,0,0,0,0
1592,AlCoCr0.091Nb0.727W0.212,,1084,,,,,,CAST,10.1038/s41467-019-10533-1,0,0,0,0,0,0.33,0,0,0,0.33,0.03,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1593,CoCr0.917NiTa0.5Ti0.75,,1011,,,,,,CAST,10.1038/s41467-019-10533-1,0,0,0,0,0,0,0,0,0,0.24,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.12,0.18,0,0,0,0,0
