,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
1397,Al0.451Co0.451Cr0.451Fe0.451Ni,FCC+B2,,545,1110,20,,,CAST,10.1016/j.actamat.2016.11.016,1,0,0,1,0,0.161,0,0,0,0.161,0.161,0,0.161,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0
1398,Al0.108Co0.514Cr0.514Cu0.108Fe0.514Ni,FCC,,719,1048,30,,,WROUGHT,10.1016/j.msea.2017.04.111,1,0,0,0,0,0.039,0,0,0,0.186,0.186,0.039,0.186,0,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0
1399,Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni,Other,,357,459,9,,,CAST,10.1007/s11837-013-0756-3,0,0,0,1,0,0.08,0,0,0,0.17,0.17,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
1400,Al0.5CoCrCuFeNi,Other,,1284,1344,7.6,,,WROUGHT,10.1016/j.actamat.2015.07.004,0,0,0,1,0,0.091,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1401,AlCoCrCuFeNi,BCC+Sec.,,1040,1170,1,,,WROUGHT,10.1016/j.msea.2011.11.045,0,1,0,1,0,0.167,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1402,AlCoCrFeNi,BCC+B2+FCC+Sec.,,295,393,12,,,OTHER,10.1016/j.msea.2015.08.078,1,1,0,1,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1403,CoCrFeNiTi0.2,FCC,,700,1240,36,,,WROUGHT,10.1016/j.actamat.2018.11.049,1,0,0,0,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0.048,0,0,0,0,0
1404,Al0.1CoCrFeNi,FCC,,1198,,1.5,,,WROUGHT,10.1016/j.actamat.2018.12.012,1,0,0,0,0,0.024,0,0,0,0.244,0.244,0,0.244,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0
1405,Al0.5Cr0.5Fe0.5Ni,FCC+BCC+B2,,774,1357,6.4,,,CAST,10.1016/j.jallcom.2018.08.176,1,1,0,1,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
1406,Al0.429Cr0.476Fe0.476Ni,FCC+BCC+B2,,610,1173,9.1,,,CAST,10.1016/j.jallcom.2018.08.176,1,1,0,1,0,0.18,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
1407,Al0.364Cr0.455Fe0.455Ni,FCC+BCC+B2,,479,956,12.7,,,CAST,10.1016/j.jallcom.2018.08.176,1,1,0,1,0,0.16,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0
1408,Al0.304Cr0.435Fe0.435Ni,FCC+BCC+B2,,461,835,30,,,CAST,10.1016/j.jallcom.2018.08.176,1,1,0,1,0,0.14,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0
1409,Al0.25Cr0.417Fe0.417Ni,FCC,,441,757,45,,,CAST,10.1016/j.jallcom.2018.08.176,1,0,0,0,0,0.12,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0
1410,Al0.476Co0.476Cr0.476Fe0.476Ni,FCC+B2,,1263,,21.4,,,WROUGHT,10.1038/s41467-019-08460-2,1,0,0,1,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
1411,NbTaTiV,BCC,427.9,1108,,28.3,,,POWDER,10.1016/j.jallcom.2018.10.230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0
1412,Al0.3CoCrFeMnNi,FCC+BCC,511,1836,,,,,CAST,10.1016/j.jallcom.2018.10.168,1,1,0,0,0,0.057,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0.189,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
1413,Al0.5CoCrFeMnNi,FCC+BCC,553,1932,,,,,CAST,10.1016/j.jallcom.2018.10.168,1,1,0,0,0,0.091,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1414,Al0.7CoCrFeMnNi,FCC+BCC,622,2230,,,,,CAST,10.1016/j.jallcom.2018.10.168,1,1,0,0,0,0.123,0,0,0,0.175,0.175,0,0.175,0,0,0,0,0,0.175,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
1415,AlCoCrFeMnNi,FCC+BCC,684,,,,,,CAST,10.1016/j.jallcom.2018.10.168,1,1,0,0,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1416,Al0.3CoCrFeNi,FCC,117,,,,,,CAST,10.1016/j.matdes.2019.107698,1,0,0,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
1417,Al0.6CoCrFeNi,FCC+BCC+B2,228,,,,,,CAST,10.1016/j.matdes.2019.107698,1,1,0,1,0,0.13,0,0,0,0.217,0.217,0,0.217,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0
1418,Al0.9CoCrFeNi,FCC+BCC+B2,511,,,,,,CAST,10.1016/j.matdes.2019.107698,1,1,0,1,0,0.184,0,0,0,0.204,0.204,0,0.204,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0
1419,Al0.9CoCrFeNiTi0.5,BCC+B2+Sec.,623,,,,,,CAST,10.1016/j.matdes.2019.107698,0,1,0,1,0,0.167,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0.093,0,0,0,0,0
1420,CoCrFeMnMo0.042Ni,FCC,,225,,,,,CAST,10.1016/j.jmst.2018.10.009,1,0,0,0,0,0,0,0,0,0.198,0.198,0,0.198,0,0,0,0,0,0.198,0.008,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0
1421,CoCrFeMnMo0.087Ni,FCC+Sec.,,330,,,,,CAST,10.1016/j.jmst.2018.10.009,1,0,0,1,0,0,0,0,0,0.197,0.197,0,0.197,0,0,0,0,0,0.197,0.017,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0
1422,CoCrFeMnMo0.136Ni,FCC+Sec.,,560,,,,,CAST,10.1016/j.jmst.2018.10.009,1,0,0,1,0,0,0,0,0,0.195,0.195,0,0.195,0,0,0,0,0,0.195,0.026,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0
1423,CoCrFeMnMo0.19Ni,FCC+Sec.,,765,,,,,CAST,10.1016/j.jmst.2018.10.009,1,0,0,1,0,0,0,0,0,0.193,0.193,0,0.193,0,0,0,0,0,0.193,0.037,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0,0
1424,AlCoCrNi,BCC+B2,1183,1750,,16.7,,,CAST,10.1016/j.jallcom.2018.11.057,0,1,0,1,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1425,C0.5CoCrFeMnNi,FCC,,520.9,791.4,40.3,,,WROUGHT,10.1016/j.msea.2019.01.050,1,0,0,0,0,0,0,0.091,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1426,CCoCrFeMnNi,FCC,,643.8,887.6,31.9,,,WROUGHT,10.1016/j.msea.2019.01.050,1,0,0,0,0,0,0,0.167,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1427,CoCr0.588Fe0.176Mo0.176Ni,FCC,,,,8,,,WROUGHT,10.1016/j.ijplas.2018.10.005,1,0,0,0,0,0,0,0,0,0.34,0.2,0,0.06,0,0,0,0,0,0,0.06,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0
1428,CrCuFeMnNi,Other,,545,690,5,,,ANNEAL,10.1016/j.matchemphys.2018.09.033,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1429,CrMoNbTaVW,BCC+Laves+Sec.,1072,,,,,,POWDER,10.1016/j.jallcom.2018.11.318,0,1,0,1,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0,0.167,0.167,0,0,0
1430,CrMoNbTaVW,,704.6,,,,,,CAST,10.1016/j.calphad.2015.09.007,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0,0.167,0.167,0,0,0
1431,AlCo0.667Cr0.667Cu0.667Fe0.667Ni0.667,FCC+BCC,498,,,,,,CAST,10.1016/j.vacuum.2018.12.009,1,1,0,0,0,0.231,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1432,CoNiV,,,991,1359,38,,,WROUGHT,10.1002/adma.201807142,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0,0,0,0
1433,Al0.544C0.001Co0.69FeNi0.69,B2+L12,,1202,,32.6,,,CAST,10.1016/j.scriptamat.2018.09.008,0,0,0,1,0,0.186,0,0,0,0.236,0,0,0.342,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,0
1434,Co0.5Cr0.5FeNi,FCC,,214,612,77.3,,,WROUGHT,10.1080/21663831.2018.1553803,1,0,0,0,0,0,0,0,0,0.167,0.167,0,0.333,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1435,Co0.875Cr0.625FeNi,FCC,,241,721,96.2,,,WROUGHT,10.1080/21663831.2018.1553803,1,0,0,0,0,0,0,0,0,0.25,0.179,0,0.286,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0
1436,CoCr0.556Fe0.667Ni0.667,FCC,,299,841,76.1,,,WROUGHT,10.1080/21663831.2018.1553803,1,0,0,0,0,0,0,0,0,0.346,0.192,0,0.231,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0
1437,CoCr0.455Fe0.364Ni0.364,FCC+HCP,,392,746,20.3,,,WROUGHT,10.1080/21663831.2018.1553803,1,0,1,0,0,0,0,0,0,0.458,0.208,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1438,CoCr0.385Fe0.154Ni0.154,FCC+HCP,,482,857,13.3,,,WROUGHT,10.1080/21663831.2018.1553803,1,0,1,0,0,0,0,0,0,0.591,0.227,0,0.091,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0
1439,HfNbTiZr,BCC,,,,,,,WROUGHT,10.1016/j.intermet.2019.04.003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
1440,CoCrFeMnNi,,,,,,,,,10.1016/j.intermet.2014.11.005,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1441,CoCrFeNi,,,,,,,,,10.1016/j.msea.2016.05.082,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1442,CoFeNi,,,,,,,,,10.1016/j.msea.2017.04.003,0,0,0,0,0,0,0,0,0,0.333,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1443,CoCrNi,,,,,,,,,10.1016/j.msea.2017.06.086,0,0,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1444,AlCo0.5CrFe0.147Ni0.294,,699,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.34,0,0,0,0.17,0.34,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1445,AlCo0.298Cr0.319Cu0.106Fe0.277Ni0.128,,728,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.14,0.15,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1446,AlCo0.289Cr0.158Cu0.237Fe0.816Ni0.132,,604,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.38,0,0,0,0.11,0.06,0.09,0.31,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1447,AlCo0.278Cr0.861Cu0.167Fe0.25Ni0.222,,790,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.36,0,0,0,0.1,0.31,0.06,0.09,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
1448,AlCo0.395Cr0.349Fe0.326Ni0.256,,806,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.17,0.15,0,0.14,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
1449,AlCo0.255Cr0.255Cu0.106Fe0.277Ni0.234,,811,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.12,0.12,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
1450,AlCo0.442Cr0.442Fe0.256Ni0.186,,855,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.19,0.19,0,0.11,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
1451,AlCo0.256Cr0.795Cu0.128Fe0.205Ni0.179,,802,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.39,0,0,0,0.1,0.31,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1452,AlCo0.277Cr0.277Cu0.106Fe0.255Ni0.213,,799,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.13,0.13,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1453,AlCo0.465Cr0.512Fe0.186Ni0.163,,857,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.2,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1454,AlCo0.298Cr0.404Cu0.106Fe0.213Ni0.106,,855,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.14,0.19,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1455,AlCo0.465Cr0.442Fe0.209Ni0.209,,816,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.2,0.19,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
1456,AlCo0.304Cr0.5Cu0.109Fe0.152Ni0.109,,811,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.46,0,0,0,0.14,0.23,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1457,AlCo0.318Cr0.5Cu0.114Fe0.205Ni0.136,,790,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.44,0,0,0,0.14,0.22,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1458,AlCo0.442Cr0.558Fe0.186Ni0.14,,855,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.19,0.24,0,0.08,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1459,AlCo0.419Cr0.558Fe0.233Ni0.116,,856,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.18,0.24,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1460,AlCo0.298Cr0.426Cu0.106Fe0.191Ni0.106,,859,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.14,0.2,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1461,AlCo0.558Cr0.512Fe0.116Ni0.14,,875,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.24,0.22,0,0.05,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1462,AlCo0.581Cr0.512Fe0.116Ni0.116,,865,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.25,0.22,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1463,AlCo0.558Cr0.535Fe0.116Ni0.116,,868,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.24,0.23,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1464,AlCo0.535Cr0.488Fe0.186Ni0.116,,863,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.23,0.21,0,0.08,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1465,AlCo0.255Cr0.426Cu0.106Fe0.234Ni0.106,,843,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.12,0.2,0.05,0.11,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1466,AlCo0.349Cr0.395Cu0.116Fe0.326Ni0.14,,794,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.15,0.17,0.05,0.14,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1467,AlCo0.238Cr0.714Cu0.119Fe0.167Ni0.143,,783,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.42,0,0,0,0.1,0.3,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
1468,AlCo0.234Cr0.468Cu0.106Fe0.213Ni0.106,,797,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.11,0.22,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1469,AlCo0.277Cr0.426Cu0.106Fe0.213Ni0.106,,805,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.13,0.2,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1470,Al0.853Co0.647CrFe0.147Ni0.294,,699,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.29,0,0,0,0.22,0.34,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1471,AlCo0.149Cr0.34Cu0.191Fe0.34Ni0.106,,749,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.07,0.16,0.09,0.16,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1472,AlCo0.326Cr0.488Cu0.116Fe0.279Ni0.116,,828,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.14,0.21,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1473,AlCo0.383Cr0.319Cu0.106Fe0.213Ni0.106,,849,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.18,0.15,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1474,AlCo0.426Cr0.383Cu0.106Fe0.106Ni0.106,BCC+B2,883,,,,,,,10.1016/j.actamat.2019.03.010,0,1,0,1,0,0.47,0,0,0,0.2,0.18,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1475,AlCo0.419Cr0.465Fe0.279Ni0.163,,864,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.18,0.2,0,0.12,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1476,AlCo0.362Cr0.34Cu0.106Fe0.213Ni0.106,,841,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.17,0.16,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1477,AlCo0.457Cr0.391Cu0.109Fe0.109Ni0.109,,840,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.46,0,0,0,0.21,0.18,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1478,AlCo0.512Cr0.512Fe0.186Ni0.116,,882,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.22,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1479,AlCo0.512Cr0.535Fe0.163Ni0.116,BCC+B2,883,,,,,,,10.1016/j.actamat.2019.03.010,0,1,0,1,0,0.43,0,0,0,0.22,0.23,0,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1480,AlCo0.465Cr0.488Fe0.209Ni0.163,,828,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.2,0.21,0,0.09,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
1481,AlCo0.512Cr0.581Fe0.116Ni0.116,,848,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.22,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1482,AlCo0.404Cr0.404Cu0.106Fe0.106Ni0.106,,878,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.47,0,0,0,0.19,0.19,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1483,AlCo0.674Cr0.419Fe0.116Ni0.116,,782,,,,,,,10.1016/j.actamat.2019.03.010,0,0,0,0,0,0.43,0,0,0,0.29,0.18,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
1484,Co0.986Cr0.952Fe0.933Mn0.914Ni,BCC,,1290,1415,1.1,,,WROUGHT,10.1016/j.msea.2019.01.112,0,1,0,0,0,0,0,0,0,0.206,0.199,0,0.195,0,0,0,0,0,0.191,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0
1485,MoNbTaVW,BCC,,1246,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
1486,MoNbTaW,BCC,,996,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0
1487,MoNbTi,BCC,,1100,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0
1488,NbTa0.3TiZr,BCC,,882,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0.091,0.303,0,0,0,0,0.303
1489,NbTiZr,BCC,,975,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
1490,Al0.24NbTiVZr,BCC+Laves,,1240,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,1,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0.236,0.236,0,0,0,0.236
1491,CrNb0.333Ti0.333Zr0.333,BCC+Laves,,1576,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0.167
1492,MoNbTiVZr,BCC+Laves,,1706,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
1493,NbRe0.3TiZr,BCC+Laves,,1244,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0.091,0,0,0,0,0.303,0,0,0,0,0.303
1494,NbTaTiVZr,BCC+BCC,,1395,,,,,OTHER,10.1016/j.actamat.2019.06.032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2
